subj_idx,condition,a,st,sv,t,v
P026,2-back,0.5202800917604018,0.2029763806728692,2.038848694368416,0.15577316812456,0.7246946512383801
P026,3-back,0.553197134549635,0.1615403872954798,2.102084075310982,0.1529515354093816,0.3338712268393218
P027,0-back,0.5429003838147529,0.169952545657624,1.7189278970930018,0.1523003761427499,0.5803291506169846
P027,1-back,0.5202202635546838,0.1850197481721727,1.726102453445288,0.1514318687126543,0.4375586290066921
P027,2-back,0.4301080668231569,0.2008232952736594,2.103169448370962,0.1622913526626403,0.4657070223675607
P027,3-back,0.5682397866174308,0.1788169810488433,1.7990188692036255,0.1474150775913045,0.0334773772961041
P028,0-back,0.515249738018295,0.2036344803950572,1.8687199757266224,0.1550213691996217,0.3866902461499159
P028,1-back,0.4592096314743494,0.1692815503751945,1.935616608367556,0.1582214033980115,0.976955581034696
P028,2-back,0.4739680645174452,0.2078167416876406,1.8309340511290444,0.1486616442788732,0.0245005743461374
P028,3-back,0.5128633754035099,0.2177819037292945,2.132288703412208,0.1540418673145375,0.6245809032291876
P029,0-back,0.4508856434940374,0.2188976408649784,1.9146306550446688,0.1558417139671623,0.2518505286715857
P029,1-back,0.4506505449995064,0.2118801284809091,2.002877894689907,0.1588937988126087,2.106822877302803
P029,2-back,0.5350306879918254,0.2004134223048258,2.21788298599939,0.1545765930743715,0.7483033036189065
P029,3-back,0.5382452122712732,0.1778744262575308,1.861710068476544,0.1350899171793542,0.057791884612193
P030,0-back,0.5032214639963651,0.2022682796184607,1.975996685511688,0.161380324215758,0.3978828351966378
P030,1-back,0.5001865067804923,0.2214991684617656,1.896586439220609,0.158328298608279,0.3769589159541266
P030,2-back,0.5788724051625528,0.1978585074880406,1.65299101348053,0.1374412788168725,0.8964125793213035
P030,3-back,0.5571114852552901,0.1924483503471845,2.086564157765437,0.1480222040240769,1.1204416094839018
P031,0-back,0.5124736226740285,0.1857716560175751,2.043807337808754,0.1424301061304101,0.0530986010409799
P031,1-back,0.6116683498337457,0.1506345221486955,2.102462927329294,0.1377329953864096,1.0348854679199972
P031,2-back,0.5101935266503509,0.2147061634766022,1.6033207419718878,0.1596234098181495,1.0331099827039851
P031,3-back,0.5015488170219068,0.2072251682174164,1.838642555481806,0.1624528721134431,0.934498983149999
P032,0-back,0.5161724933889004,0.1738078431173765,2.1410798154234607,0.1328538807283354,1.1176436758058397
P032,1-back,0.4278814542011947,0.2070462842611114,1.7928099946011011,0.1673677222250396,-0.008298477460132
P032,2-back,0.4955375808423656,0.1982777841313858,2.0648362918772034,0.155917345252672,0.9826749062523116
P032,3-back,0.4536974323588306,0.2119219887780728,1.891386749878153,0.159139438522992,-0.0681666517904018
P033,0-back,0.5845160225051274,0.1635936070340369,2.1094600048465524,0.1449682611726124,-0.1552741594539862
P033,1-back,0.5598761072273457,0.1960978926564512,1.846184791273664,0.149124488246606,-0.0099773648520538
P033,2-back,0.5841532329612124,0.1941604270973497,2.0792908213894017,0.1374306717203484,0.133210441987769
P033,3-back,0.4681867677674824,0.2192853075212412,1.8487543113044909,0.1568029673699986,0.141569946833979
P034,0-back,0.5538990307502929,0.1826277483382125,1.749307414999424,0.1561206628923113,0.9521040413338075
